uid,n_CP_visited,sum_fix_dur,mean_fix_dur,n_fixs,max_sum_reading_dur_per_content-page,mean_sum_reading_dur_per_content-page,mean_dur_per_RS,n_RS,sum_RF_dur,mean_RF_dur_per_CP,mean_n_RF_per_CP,mean_RF_dur,n_RF,max_y_of_RF,mean_y_of_RF,ratio_RF_per_fix,ratio_RF_dur_per_fix_dur,ratio_n_RF_per_n_RS,n_REG,mean_n_RS_per_CP,ratio_n_REG_per_n_RS,ratio_n_REG_per_sec,mean_len_RF_in_px,sum_len_RS_in_px,mean_len_REG_in_px,sum_len_REG_in_px,mean_len_RS_in_px,mean_dur_until_first_REG_per_RS,mean_rows_per_RS,session_count_unique_words,mean_len_RS_in_idx,sum_len_RS_in_idx,ratio_sum_len_RS_in_idx_per_reading_dur,mean_len_REG_in_idx,n_unique_words_read,n_words_read,ratio_n_unique_words_per_n_words,unique_words_per_sec,words_per_sec
36,4.0,309411.1,422.11609822646653,733.0,87958.5,55839.76666666666,1801.2827956989247,93.0,167519.3,55839.76666666666,130.0,429.53666666666663,390.0,1953.7,855.0619230769231,0.5320600272851296,0.5414133494241157,4.193548387096774,18.0,31.0,0.1935483870967742,0.1074503057259671,121.6124293037715,45239.823701003,263.84261801874413,4749.167124337394,486.449717215086,348.59230769230766,2.15,267.0,6.602150537634409,614.0,3.6652493175413223,5.055555555555555,467.0,707.0,0.6605374823196606,2.7877384874459246,4.220409230458819
37,7.0,416470.2,471.12013574660637,884.0,69882.0,31606.433333333334,2017.431914893617,94.0,189638.6,31606.433333333334,67.16666666666667,470.56724565756826,403.0,2496.05,858.9348635235732,0.45588235294117646,0.4553473453802937,4.287234042553192,43.0,15.666666666666666,0.4574468085106383,0.22674708629994103,104.41199988733128,37588.31995943926,187.28343962740934,8053.187903978602,399.8757442493538,485.73928571428576,1.6024096385542168,285.0,6.170212765957447,580.0,3.0584490710224603,3.372093023255814,508.0,674.0,0.7537091988130564,2.6787795311713962,3.5541287480502386
38,5.0,496069.9,471.10151946818615,1053.0,183478.8,64739.86,2675.200826446281,121.0,323699.3,64739.86,127.4,508.1621664050235,637.0,1782.4,808.2642857142857,0.6049382716049383,0.6525275974212504,5.264462809917355,31.0,24.2,0.256198347107438,0.0957678932268312,96.05016323751774,58206.398921935746,243.03705168893742,7534.148602357061,481.0446191895516,462.75199999999995,2.211267605633803,433.0,7.6115702479338845,921.0,2.845233214900372,5.290322580645161,716.0,1042.0,0.6871401151631478,2.2119294048519724,3.219036927172842
40,5.0,332850.0,408.4049079754601,815.0,78894.0,36869.18,1549.1252100840336,119.0,184345.9,36869.18,92.0,400.75195652173915,460.0,3560.6,1402.6641304347827,0.5644171779141104,0.5538407691152171,3.865546218487395,32.0,23.8,0.2689075630252101,0.17358671931407207,99.14089981306668,42432.30511999254,224.37157124786432,7179.890279931658,356.5739926049793,409.36086956521746,1.54,363.0,5.647058823529412,672.0,3.6453211055955137,4.09375,653.0,791.0,0.8255372945638433,3.5422539910027835,4.290846718044719
41,1.0,62048.4,324.8607329842932,191.0,29997.8,29997.8,1111.0296296296297,27.0,29997.8,29997.8,95.0,315.76631578947365,95.0,1257.9499999999998,840.6952631578947,0.4973821989528796,0.4834580746642943,3.5185185185185186,5.0,27.0,0.18518518518518517,0.16667888978525092,115.28005249989619,10375.204724990657,350.57667236328126,1752.8833618164062,384.26684166632066,353.86,2.1875,74.0,5.7407407407407405,155.0,5.167045583342778,7.6,127.0,182.0,0.6978021978021978,4.233643800545374,6.067111588183133
42,8.0,190651.1,416.26877729257643,458.0,40432.0,17000.0,1465.5172413793102,58.0,85000.0,17000.0,40.4,420.7920792079208,202.0,1961.75,926.5450495049505,0.4410480349344978,0.44584059572695883,3.4827586206896552,11.0,11.6,0.1896551724137931,0.12941176470588234,101.51240071243491,19388.868536075068,168.8757028442142,1857.6327312863561,334.29083682888046,454.08000000000004,1.6585365853658536,168.0,5.758620689655173,334.0,3.929411764705882,3.0,311.0,392.0,0.7933673469387755,3.6588235294117646,4.6117647058823525
44,19.0,765363.9,435.8564350797267,1756.0,123561.0,21422.594444444447,1580.3553278688526,244.0,385606.7,21422.594444444447,50.111111111111114,427.5018847006652,902.0,2752.05,1043.1078159645233,0.5136674259681093,0.5038213848340639,3.69672131147541,55.0,13.555555555555555,0.22540983606557377,0.14263237646026378,106.38788590957674,90110.5393654115,227.17045677676282,12494.375122721955,369.3054892025062,478.2395833333333,1.4044444444444444,759.0,5.909836065573771,1442.0,3.7395615791945525,4.618181818181818,1463.0,1686.0,0.8677342823250297,3.7940212138430165,4.372330667490996
45,6.0,245022.7,355.1053623188406,690.0,37567.5,19993.316666666666,1303.911956521739,92.0,119959.9,19993.316666666666,56.5,353.86401179941004,339.0,1627.2,917.2104719764011,0.49130434782608695,0.48958688317449767,3.6847826086956523,12.0,15.333333333333334,0.13043478260869565,0.10003342783713558,92.96815413257552,30400.586401352193,204.90026357844786,2458.8031629413745,330.4411565364369,337.25,1.608695652173913,273.0,6.010869565217392,553.0,4.609873799494665,4.166666666666667,493.0,645.0,0.7643410852713178,4.109706660308986,5.376796746246038
46,9.0,137906.8,447.7493506493506,308.0,18196.2,10780.9,1585.4264705882354,34.0,53904.5,10780.9,23.4,460.72222222222223,117.0,2497.0,828.1730769230769,0.37987012987012986,0.3908763019662555,3.4411764705882355,4.0,6.8,0.11764705882352941,0.07420530753462141,105.01936264162023,11867.187978503087,472.6697359357688,1890.6789437430753,349.03494054420844,388.09999999999997,1.105263157894737,110.0,5.794117647058823,197.0,3.6546113960801048,8.5,222.0,231.0,0.961038961038961,4.118394568171488,4.2853565101243865
47,10.0,646309.8,455.78970380818055,1418.0,48710.6,26867.46,1618.5216867469878,166.0,268674.6,26867.46,59.4,452.3141414141414,594.0,3290.7,890.5691919191919,0.41889985895627646,0.4157055950567359,3.5783132530120483,34.0,16.6,0.20481927710843373,0.12654713173481974,100.16678715491018,56093.400806749705,195.27268138196726,6639.271166986887,337.91205305270904,426.5551724137931,1.7155172413793103,467.0,5.5843373493975905,927.0,3.450270327005233,4.205882352941177,849.0,1093.0,0.7767612076852699,3.1599563189077053,4.068118087828176
