uid,n_CP_visited,sum_fix_dur,mean_fix_dur,n_fixs,max_sum_reading_dur_per_content-page,mean_sum_reading_dur_per_content-page,mean_dur_per_RS,n_RS,sum_RF_dur,mean_RF_dur_per_CP,mean_n_RF_per_CP,mean_RF_dur,n_RF,max_y_of_RF,mean_y_of_RF,ratio_RF_per_fix,ratio_RF_dur_per_fix_dur,ratio_n_RF_per_n_RS,n_REG,mean_n_RS_per_CP,ratio_n_REG_per_n_RS,ratio_n_REG_per_sec,mean_len_RF_in_px,sum_len_RS_in_px,mean_len_REG_in_px,sum_len_REG_in_px,mean_len_RS_in_px,mean_dur_until_first_REG_per_RS
55,13.0,507754.2,448.94270557029176,1131.0,25391.1,6854.890909090909,2037.9405405405407,37.0,75403.8,6854.890909090909,15.727272727272727,435.86011560693646,173.0,2435.3,946.8384393063583,0.15296198054818744,0.14850453231110644,4.675675675675675,5.0,3.3636363636363638,0.13513513513513514,0.06630965548155399,90.14246427804058,15143.933998710818,162.93041827578142,814.6520913789071,409.2955134786707,527.52
57,9.0,576129.5,493.6842330762639,1167.0,39678.6,12049.8,2677.733333333333,36.0,96398.4,12049.8,23.625,510.0444444444444,189.0,3600.7,1611.3674603174604,0.16195372750642673,0.16732071522114383,5.25,14.0,4.5,0.3888888888888889,0.14523062623446034,88.5901105180456,15503.269340657982,199.86349693871497,2798.08895714201,430.6463705738328,441.3666666666666
58,10.0,315826.9,457.0577424023155,691.0,10817.3,6685.799999999999,2228.6000000000004,18.0,40114.8,6685.799999999999,13.833333333333334,483.31084337349404,83.0,1989.4,992.9072289156627,0.12011577424023155,0.1270151465882102,4.611111111111111,3.0,3.0,0.16666666666666666,0.0747853659995812,89.88280065419117,7190.6240523352935,270.743004225179,812.229012675537,399.4791140186274,472.9666666666667
59,1.0,641779.5,412.7199356913183,1555.0,165296.6,165296.6,2233.737837837838,74.0,165296.6,165296.6,397.0,416.3642317380353,397.0,1544.95,1107.9707808564233,0.25530546623794215,0.2575598005233885,5.364864864864865,37.0,74.0,0.5,0.22384005478636584,86.75390414176832,31231.405491036592,129.76298913420638,4801.230597965636,422.04602014914315,316.6275862068966
60,7.0,206562.3,424.1525667351129,487.0,7929.5,4151.166666666667,2075.5833333333335,6.0,12453.5,4151.166666666667,9.0,461.24074074074076,27.0,2078.9,908.3574074074074,0.055441478439425054,0.06028931707286374,4.5,1.0,2.0,0.16666666666666666,0.08029871120568514,85.58960009767019,2225.3296025394247,462.2906120612878,462.2906120612878,370.8882670899041,166.9
61,6.0,451693.4,396.9186291739895,1138.0,10917.6,8601.525,1638.3857142857141,21.0,34406.1,8601.525,22.5,382.28999999999996,90.0,1675.85,915.105,0.07908611599297012,0.07617135871367613,4.285714285714286,5.0,5.25,0.23809523809523808,0.14532306771183018,88.32651152972144,7507.753480026323,150.09908537239363,750.4954268619681,357.5120704774439,660.9
62,7.0,389649.8,522.3187667560321,746.0,17047.6,10286.64,2449.2,21.0,51433.2,10286.64,18.8,547.1617021276595,94.0,2199.65,946.9329787234042,0.1260053619302949,0.13199852790890693,4.476190476190476,2.0,4.2,0.09523809523809523,0.038885389203860546,89.88451416570133,8269.375303244522,169.7665691342987,339.5331382685974,413.4687651622261,267.1
63,7.0,539535.9,362.8351714862139,1487.0,28687.1,13196.983333333332,1759.5977777777775,45.0,79181.9,13196.983333333332,35.833333333333336,368.2879069767442,215.0,2527.1000000000004,1201.786046511628,0.14458641560188298,0.14675927959566729,4.777777777777778,18.0,7.5,0.4,0.22732467899860956,90.48486443720215,17825.518294128822,182.61183067641323,3287.0129521754384,396.1226287584183,422.9066666666667
65,9.0,593080.9,448.9635881907646,1321.0,47307.7,21653.042857142857,2405.8936507936505,63.0,151571.3,21653.042857142857,46.714285714285715,463.5207951070336,327.0,3165.0,1306.7440366972476,0.24753974261922787,0.2555659775926016,5.190476190476191,12.0,9.0,0.19047619047619047,0.07917066093647017,76.39800743666684,24065.372342550058,159.34257164257647,1912.1108597109176,381.99003718333427,435.52727272727276
66,3.0,260640.7,634.1622871046229,411.0,10165.9,6142.95,2457.18,5.0,12285.9,6142.95,10.5,585.0428571428571,21.0,1280.45,1054.5833333333333,0.051094890510948905,0.047137304342721606,4.2,1.0,2.5,0.2,0.08139411846100002,90.9425980872579,1818.8519617451582,127.1504817135979,127.1504817135979,363.7703923490316,884.5
67,10.0,925094.5,445.39937409725565,2077.0,30815.0,13447.73,2134.5603174603175,63.0,134477.3,13447.73,31.3,429.6399361022364,313.0,3085.65,1207.906230031949,0.15069812229176696,0.14536601395857396,4.968253968253968,17.0,6.3,0.2698412698412698,0.12641538757842402,89.4354769564821,26472.901179118704,125.86991462444627,2139.7885486155865,420.2047806209318,421.5416666666667
68,4.0,423896.1,503.4395486935867,842.0,22401.5,9944.725,2209.938888888889,18.0,39778.9,9944.725,19.75,503.5303797468355,79.0,2315.65,1553.137341772152,0.09382422802850356,0.09384115588702044,4.388888888888889,4.0,4.5,0.2222222222222222,0.1005558223078064,87.10527137106375,6532.895352829782,198.65496568385763,794.6198627354305,362.93863071276564,763.85
70,10.0,549320.3,430.8394509803922,1275.0,17409.8,5009.522222222222,1878.5708333333332,24.0,45085.7,5009.522222222222,11.333333333333334,442.01666666666665,102.0,1835.95,972.5446078431373,0.08,0.08207543030905647,4.25,3.0,2.6666666666666665,0.125,0.06653994503800541,76.89978015910563,7613.078235751458,107.33895503177591,322.0168650953277,317.21159315631076,361.6666666666667
71,12.0,446232.9,413.5615384615385,1079.0,12786.8,5952.9,2126.035714285714,14.0,29764.5,5952.9,14.2,419.21830985915494,71.0,1909.25,1061.961971830986,0.06580166821130677,0.06670171562876695,5.071428571428571,6.0,2.8,0.42857142857142855,0.20158242201280047,71.58275946282706,4652.879365083759,137.60050726682903,825.6030436009742,332.34852607741135,392.18333333333334
72,6.0,437273.2,506.6896871378911,863.0,29436.5,22658.5,2614.4423076923076,26.0,67975.5,22658.5,43.666666666666664,518.8969465648855,131.0,1701.65,981.7167938931299,0.15179606025492468,0.1554531583458579,5.038461538461538,10.0,8.666666666666666,0.38461538461538464,0.14711182705533613,85.47419999389844,10342.378199261711,202.01341161912177,2020.1341161912178,397.7837768946812,280.7444444444444
73,11.0,366715.8,396.87857142857143,924.0,33167.6,13614.675,2367.769565217391,23.0,54458.7,13614.675,26.75,508.9598130841121,107.0,1922.45,970.5065420560747,0.11580086580086581,0.14850382775980744,4.6521739130434785,6.0,5.75,0.2608695652173913,0.1101752337092145,88.72074858463445,8960.79560704808,173.01939620956057,1038.1163772573634,389.5998090020904,665.1600000000001
74,9.0,775451.8,416.6855454056959,1861.0,44004.9,13886.75,1821.2131147540983,61.0,111094.0,13886.75,36.0,385.74305555555554,288.0,2314.65,1095.829861111111,0.15475550779150993,0.14326357872920017,4.721311475409836,19.0,7.625,0.3114754098360656,0.17102633805606063,90.1477940381129,24249.756596252373,161.82231570594263,3074.62399841291,397.53699338118645,472.6923076923077
76,6.0,301896.1,338.0695408734602,893.0,35322.5,13447.84,1817.2756756756755,37.0,67239.2,13447.84,36.2,371.48729281767953,181.0,2536.3,1048.421546961326,0.2026875699888018,0.22272298317202507,4.891891891891892,12.0,7.4,0.32432432432432434,0.17846732263322584,82.83685375558028,13999.428284693067,142.9487293372136,1715.384752046563,378.3629266133261,391.26666666666665
77,12.0,591155.5,386.62884238064095,1529.0,27878.6,16008.814285714287,1899.350847457627,59.0,112061.7,16008.814285714287,40.0,400.22035714285715,280.0,3024.7,1590.5016071428572,0.18312622629169392,0.18956382880646463,4.745762711864407,14.0,8.428571428571429,0.23728813559322035,0.12493117630733784,88.32550704276485,23494.58487337545,172.61445195426174,2416.6023273596643,398.2133029385669,444.7785714285714
